objectid,filename,youtubeid,vimeoid,title,creator,date,description,subject,location,latitude,longitude,source,identifier,type,format,language,rights,rightsstatement
coll245,oocihm.lac_reel_c4715.1399.jpg,,,"Letter from Alfred B. Owen to A.M. Burgess, Deputy Minister of Department of the Interior, p. 9","Department of the Interior; Burgess, A.M.",1895-04-24,"Letter from Alfred B. Owen to A.M. Burgess, Deputy Minister of the Interior; Concerning the ""quality"" (class, education level, health etc.) of the children immigrating to Canada with Dr. Barnardo's Homes, as well as an explanation of how children typically entered the Barnardo system; Discussion of agreements with farmers; Suggested requirement of follow-up inspections to ensure child wellbeing, option to return to placement home if needed; Discussion of adult success of children, particuarly boys becoming farmers; Capitation grant request and discussion; Overall a defence of immigrant children program and request for government funding",Department of the Interior; Alfred B. Owen; Dr. Barnardo's Homes; Inspection; Governance,"Toronto, Canada",43.646305,-79.405358,"Department of the Interior. Letter, April 24, 1895. Canadiana Collections,https://n2t.net/ark:/69429/m0jq0sq8r23ns.",oocihm.lac_reel_c4715.1399,Image; Letter; Typed,image/jpeg,eng,Public domain,CC-BY-4.233
coll246,oocihm.lac_reel_c4715.1400.jpg,,,"Letter from Alfred B. Owen to A.M. Burgess, Deputy Minister of Department of the Interior, p. 10","Department of the Interior; Burgess, A.M.",1895-04-24,"Letter from Alfred B. Owen to A.M. Burgess, Deputy Minister of the Interior; Concerning the ""quality"" (class, education level, health etc.) of the children immigrating to Canada with Dr. Barnardo's Homes, as well as an explanation of how children typically entered the Barnardo system; Discussion of agreements with farmers; Suggested requirement of follow-up inspections to ensure child wellbeing, option to return to placement home if needed; Discussion of adult success of children, particuarly boys becoming farmers; Capitation grant request and discussion; Overall a defence of immigrant children program and request for government funding",Department of the Interior; Alfred B. Owen; Dr. Barnardo's Homes; Inspection; Governance,"Toronto, Canada",43.646305,-79.405358,"Department of the Interior. Letter, April 24, 1895. Canadiana Collections,https://n2t.net/ark:/69429/m0jq0sq8r23ns.",oocihm.lac_reel_c4715.1400,Image; Letter; Typed,image/jpeg,eng,Public domain,CC-BY-4.234
coll247,oocihm.lac_reel_c4715.1401.jpg,,,"Letter from Alfred B. Owen to A.M. Burgess, Deputy Minister of Department of the Interior, p. 11","Department of the Interior; Burgess, A.M.",1895-04-24,"Letter from Alfred B. Owen to A.M. Burgess, Deputy Minister of the Interior; Concerning the ""quality"" (class, education level, health etc.) of the children immigrating to Canada with Dr. Barnardo's Homes, as well as an explanation of how children typically entered the Barnardo system; Discussion of agreements with farmers; Suggested requirement of follow-up inspections to ensure child wellbeing, option to return to placement home if needed; Discussion of adult success of children, particuarly boys becoming farmers; Capitation grant request and discussion; Overall a defence of immigrant children program and request for government funding",Department of the Interior; Alfred B. Owen; Dr. Barnardo's Homes; Inspection; Governance,"Toronto, Canada",43.646305,-79.405358,"Department of the Interior. Letter, April 24, 1895. Canadiana Collections,https://n2t.net/ark:/69429/m0jq0sq8r23ns.",oocihm.lac_reel_c4715.1401,Image; Letter; Typed,image/jpeg,eng,Public domain,CC-BY-4.235
coll248,oocihm.lac_reel_c4715.1402.jpg,,,"Letter from Alfred B. Owen to A.M. Burgess, Deputy Minister of Department of the Interior, p. 12","Department of the Interior; Burgess, A.M.",1895-04-24,"Letter from Alfred B. Owen to A.M. Burgess, Deputy Minister of the Interior; Concerning the ""quality"" (class, education level, health etc.) of the children immigrating to Canada with Dr. Barnardo's Homes, as well as an explanation of how children typically entered the Barnardo system; Discussion of agreements with farmers; Suggested requirement of follow-up inspections to ensure child wellbeing, option to return to placement home if needed; Discussion of adult success of children, particuarly boys becoming farmers; Capitation grant request and discussion; Overall a defence of immigrant children program and request for government funding",Department of the Interior; Alfred B. Owen; Dr. Barnardo's Homes; Inspection; Governance,"Toronto, Canada",43.646305,-79.405358,"Department of the Interior. Letter, April 24, 1895. Canadiana Collections,https://n2t.net/ark:/69429/m0jq0sq8r23ns.",oocihm.lac_reel_c4715.1402,Image; Letter; Typed,image/jpeg,eng,Public domain,CC-BY-4.236
coll249,oocihm.lac_reel_c4715.1403.jpg,,,"Letter from Lyndwode Pereira to Alfred B. Owens, 2209","Department of the Interior; Pereira, Lyndwode",1895-05-02,"Form letter containing cheque of $258 from the Department of the Interior to Alfred B. Owen of Barnardo's Homes; bonuses for children landed at Halifax 1st April 1895, SS Parisian; Typed form filled in by hand with some marginalia.",Department of the Interior; Alfred B. Owen; Dr. Barnardo's Homes; transactions; SS Parisian,"Ottawa, Canada",45.424721,-75.695,"Department of the Interior. Letter, May 5, 1895. Canadiana Collections,https://n2t.net/ark:/69429/m0jq0sq8r23ns.",oocihm.lac_reel_c4715.1403,Image; Letter; Typed; Handwritten,image/jpeg,eng,Public domain,CC-BY-4.237
coll250,oocihm.lac_reel_c4715.1404.jpg,,,"List of Immigrant Children, 16796","Dr. Barnardo's Homes; Owen, Alfred B.",1894-09-08,"List of Barnardo Home Children from Liverpool to Quebec; The form has been filled in by hand, it is faded and difficult to read in the lower half.",Dr. Barnardo’s Homes; passenger list; child identification; child origins; Alfred B. Owen; SS Laurentian,"Liverpool, England",53.440608,-3.003598,"Barnardo Homes. Form B, September 8, 1894. Canadiana Collections,https://n2t.net/ark:/69429/m0jq0sq8r23ns.",oocihm.lac_reel_c4715.1404,Image; Ship manifest; Handwritten; Typed,image/jpeg,eng,Public domain,CC-BY-4.238
coll251,oocihm.lac_reel_c4715.1405.jpg,,,"List of Immigrant Children, p. 1","Dr. Barnardo's Homes; Owen, Alfred B.",1894-07-09,"List of four Barnardo Home Children immigrating from Liverpool to Quebec, sent to distribution home in Toronto; The form has been filled in by hand.",Dr. Barnardo’s Homes; passenger list; child identification; child origins; Alfred B. Owen; St. Saviours Union; Eastbourne Union; SS Sardinian,"Liverpool, England",53.440608,-3.003598,"Barnardo Homes. Form B, July 9, 1894. Canadiana Collections,https://n2t.net/ark:/69429/m0jq0sq8r23ns.",oocihm.lac_reel_c4715.1405,Image; Ship manifest; Handwritten; Typed,image/jpeg,eng,Public domain,CC-BY-4.239
coll252,oocihm.lac_reel_c4715.1406.jpg,,,"List of Immigrant Children, p. 2","Dr. Barnardo's Homes; Owen, Alfred B.",1894-07-09,"List of four Barnardo Home Children immigrating from Liverpool to Quebec, sent to distribution home in Toronto; Reverse side; The form has been filled in by hand.

Handwritten note from P. Doyle acknowledging receipt of four children. Transcription:

“I hereby certify that the within named four boys are of a desirable class, and have been duly lauded at Quebec in charge of Mr. A. B. <unclear>
 
                                Quebec 9th, July 1894 
                                P. Doyle 

<unclear>” ",Dr. Barnardo’s Homes; passenger list; child identification; child origins; Alfred B. Owen; St. Saviours Union; Eastbourne Union; SS Sardinian,"Liverpool, England",53.440608,-3.003598,"Barnardo Homes. Form B, July 9, 1894. Canadiana Collections,https://n2t.net/ark:/69429/m0jq0sq8r23ns.",oocihm.lac_reel_c4715.1406,Image; Ship manifest; Handwritten; Typed,image/jpeg,eng,Public domain,CC-BY-4.240
coll253,oocihm.lac_reel_c4715.1407.jpg,,,"Letter from Lyndwode Pereira to Alfred B. Owens, 235","Department of the Interior; Pereira, Lyndwode",1894-08-03,"Letter enclosing a cheque for $376 bonuses for boys landed at Halifax on April 9, 1894. The letter is a typed form filled in by hand.",Dr. Barnardo's Homes; Alfred B. Owen; Department of the Interior; transactions; SS Sarnia,"Ottawa, Canada",45.424721,-75.695,"Department of the Interior. Letter, August 3, 1894. Canadiana Collections,https://n2t.net/ark:/69429/m0jq0sq8r23ns.",oocihm.lac_reel_c4715.1407,Image; Letter; Typed; Handwritten,image/jpeg,eng,Public domain,CC-BY-4.241
coll254,oocihm.lac_reel_c4715.1408.jpg,,,"List of Immigrant Children, 7764, p. 1","Dr. Barnardo's Homes; Owen, Alfred B.",1893-10-29,"List of two Barnardo Home Children immigrating from Liverpool to Quebec, sent to distribution home in Peterborough; The form has been filled in by hand.",Dr. Barnardo's Homes; Alfred B. Owen; passenger list; child identification; child origins; Gateshead Union; Hazel Brae; SS Labrador,"Liverpool, England",53.440608,-3.003598,"Barnardo Homes. Form B, October 29, 1893. Canadiana Collections,https://n2t.net/ark:/69429/m0jq0sq8r23ns.",oocihm.lac_reel_c4715.1408,Image; Ship manifest; Handwritten,image/jpeg,eng,Public domain,CC-BY-4.242
coll255,oocihm.lac_reel_c4715.1409.jpg,,,"List of Immigrant Children, 7764, p. 2","Dr. Barnardo's Homes; Owen, Alfred B.",1893-10-29,"List of two Barnardo Home Children immigrating from Liverpool to Quebec, sent to distribution home in Peterborough; Reverse side; The form has been filled in by hand.",Dr. Barnardo's Homes; Alfred B. Owen; passenger list; child identification; child origins; Gateshead Union; Hazel Brae; SS Labrador,"Liverpool, England",53.440608,-3.003598,"Barnardo Homes. Form B, October 29, 1893. Canadiana Collections,https://n2t.net/ark:/69429/m0jq0sq8r23ns.",oocihm.lac_reel_c4715.1409,Image; Ship manifest; Handwritten,image/jpeg,eng,Public domain,CC-BY-4.243
coll256,oocihm.lac_reel_c4715.1410.jpg,,,"List of Immigrant Children, 6145","Dr. Barnardo's Homes; Owen, Alfred B.",1893-08-19,"List of eight Barnardo Home Children immigrating from Liverpool to Quebec, sent to distribution home in Toronto; The names of children are typed and the rest of the form is filled in by hand.",Dr. Barnardo's Homes; Alfred B. Owen; passenger list; child identification; child origins; Gateshead Union; Toronto Boys' Home; SS Labrador,"Liverpool, England",53.440608,-3.003598,"Barnardo Homes. Form B, August 19, 1893. Canadiana Collections,https://n2t.net/ark:/69429/m0jq0sq8r23ns.",oocihm.lac_reel_c4715.1410,Image; Ship manifest; Handwritten; Typed,image/jpeg,eng,Public domain,CC-BY-4.244
coll257,oocihm.lac_reel_c4715.1411.jpg,,,"List of Immigrant Children, 6144","Dr. Barnardo's Homes; Owen, Alfred B.",1893-06-24,"List of two Barnardo Home Children immigrating from Liverpool to Quebec, sent to distribution homes in Toronto, Peterborough or Manitoba; The names of children are typed and the rest of the form is filled in by hand.",Dr. Barnardo's Homes; Alfred B. Owen; passenger list; child identification; child origins; Thedford Union; Toronto Boys' Home; Hazel Brae; Barnardo Industrial Farm; SS Vancouver,"Liverpool, England",53.440608,-3.003598,"Barnardo Homes. Form B, June 24, 1893. Canadiana Collections,https://n2t.net/ark:/69429/m0jq0sq8r23ns.",oocihm.lac_reel_c4715.1411,Image; Ship manifest; Handwritten; Typed,image/jpeg,eng,Public domain,CC-BY-4.245
coll258,oocihm.lac_reel_c4715.1412.jpg,,,"Letter from Lyndwode Pereira to Alfred B. Owens, 235","Department of the Interior; Pereira, Lyndwode",1893-05-19,Letter enclosing a cheque for $528 as a captation grant for the maintenance of 264 boys who arrived on the S. S. Labrador on 26 and 28 of March 1892. The letter is typed with a note in the margin.,Dr. Barnardo's Homes; Alfred B. Owen; Department of the Interior; transactions; SS Labrador,"Ottawa, Canada",45.424721,-75.695,"Pereira, Lyndwode. Letter, May 19, 1893.Canadiana Collections,https://n2t.net/ark:/69429/m0jq0sq8r23ns. https://n2t.net/ark:/69429/m0jq0sq8r23n  ",oocihm.lac_reel_c4715.1412,Image; Letter; Typed,image/jpeg,eng,Public domain,CC-BY-4.246
coll259,oocihm.lac_reel_c4715.1413.jpg,,,"Letter from Lyndwode Pereira to Alfred B. Owens, 311571","Dept. of the Interior; Owen, Alfred B.; Pereira, Lyndwode",1892-11-17,"Letter enclosing a cheque for $250 as a captation grant for the maintenance of 125 girls who arrived on the S. S. Sardinian on 23 Oct. 1892. The letter is typed, but with some hand-written corrections, such as crossing out the number 127 and replacing it with 125.",Dr. Barnardo's Homes; Alfred B. Owen; Department of the Interior; transactions; SS Sardinian,"Ottawa, Canada",45.424721,-75.695,"Pereira, Lyndwode. Letter, Nov. 17, 1892. [Photograph] Canadiana Collections,https://n2t.net/ark:/69429/m0jq0sq8r23ns. https://n2t.net/ark:/69429/m0jq0sq8r23n  ",oocihm.lac_reel_c4715.1413,Image; Letter; Transactions; Typed,image/jpeg,eng,Public domain,CC-BY-4.247
coll260,oocihm.lac_reel_c4715.1414.jpg,,,"Letter from Lyndwode Pereira to Alfred B. Owens, 309252","Dept. of the Interior; Owen, Alfred B.; Pereira, Lyndwode",1892-11-9,"Letter enclosing a cheque for $158 for the capitation grant for 79 boys who arrived on the S. S. Mongolian on Sep. 15, 1892. The letter is typed, with handwritten marginalia.",Dr. Barnardo's Homes; Alfred B. Owen; Department of the Interior; transactions; SS Mongolian,"Ottawa, Canada",45.424721,-75.695,"Pereira, Lyndwode. Letter, Nov. 9, 1892. [Photograph] Canadiana Collections,https://n2t.net/ark:/69429/m0jq0sq8r23ns. https://n2t.net/ark:/69429/m0jq0sq8r23n  ",oocihm.lac_reel_c4715.1414,Image; Letter; Transactions; Typed,image/jpeg,eng,Public domain,CC-BY-4.248
coll261,oocihm.lac_reel_c4715.1415.jpg,,,"Letter from Lyndwode Pereira to Alfred B. Owens, 301848","Dept. of the Interior; Owen, Alfred B.; Pereira, Lyndwode",1892-08-22,"Letter enclosing a cheque for $300 for the capitation grant for an unknown number of boys who arrived on the S. S. Mongolian on Jul. 4, 1892. The letter is typed, with handwritten marginalia and a correction to the date.",Dr. Barnardo's Homes; Alfred B. Owen; Department of the Interior; transactions; SS Mongolian,"Ottawa, Canada",45.424721,-75.695,"Pereira, Lyndwode. Letter, Aug. 22, 1892. [Photograph] Canadiana Collections,https://n2t.net/ark:/69429/m0jq0sq8r23ns. https://n2t.net/ark:/69429/m0jq0sq8r23n  ",oocihm.lac_reel_c4715.1415,Image; Letter; Transactions; Typed,image/jpeg,eng,Public domain,CC-BY-4.249
coll262,oocihm.lac_reel_c4715.1416.jpg,,,Letter from Lyndwode Pereira to Alfred B. Owens,"Dept. of the Interior; Owen, Alfred B.; Pereira, Lyndwode",1892-06-30,"Letter enclosing a cheque for $460 for the capitation grant for 130 boys who arrived on the S. S. Carthaginian on Jun. 30, 1892. The letter is partially typed, with blanks filled in by hand.",Dr. Barnardo's Homes; Alfred B. Owen; Department of the Interior; transactions; SS Carthaginian,"Ottawa, Canada",45.424721,-75.695,"Pereira, Lyndwode. Letter, Jun. 30, 1892. [Photograph] Canadiana Collections,https://n2t.net/ark:/69429/m0jq0sq8r23ns. https://n2t.net/ark:/69429/m0jq0sq8r23n  ",oocihm.lac_reel_c4715.1416,Image; Letter; Transactions; Typed; Handwritten,image/jpeg,eng,Public domain,CC-BY-4.250
coll263,oocihm.lac_reel_c4715.1417.jpg,,,"First Report of the Select Committee on Immigration and Colonization, Title page",Select Committee on Immigration and Colonization; Government of Canada,1875------,"Title page of the report of the Canadian parliamentary committee about the British home children program. The report was published in Ottawa, and printed by Maclean, Roger & Co. of Wellington Street.",Select Committee on Immigration and Colonization; governance; immigration,"Ottawa, Canada",45.424721,-75.695,"Government of Canada. First Report of the Select Committee on Immigration and Colonization. [Photograph] Canadiana Collections,https://n2t.net/ark:/69429/m0jq0sq8r23ns. https://n2t.net/ark:/69429/m0jq0sq8r23n  ",oocihm.lac_reel_c4715.1417,Image; Report; Typed,image/jpeg,eng,Public domain,CC-BY-4.251
coll264,oocihm.lac_reel_c4715.1418.jpg,,,"First Report of the Select Committee on Immigration and Colonization, Title page",Select Committee on Immigration and Colonization; Government of Canada,1875------,"Title page of the report of the Canadian parliamentary committee about the British home children program. The report was published in Ottawa, and printed by Maclean, Roger & Co. of Wellington Street.",Select Committee on Immigration and Colonization; governance; immigration,"Ottawa, Canada",45.424721,-75.695,"Government of Canada. First Report of the Select Committee on Immigration and Colonization. [Photograph] Canadiana Collections,https://n2t.net/ark:/69429/m0jq0sq8r23ns. https://n2t.net/ark:/69429/m0jq0sq8r23n  ",oocihm.lac_reel_c4715.1418,Image; Report; Typed,image/jpeg,eng,Public domain,CC-BY-4.252
coll265,oocihm.lac_reel_c4715.1419.jpg,,,"First Report of the Select Committee on Immigration and Colonization, p. 1",Select Committee on Immigration and Colonization; Government of Canada,1875------,"First page of the parliamentary committee report, which is an image of a printed book. It notes that the management of agencies to promote immigration will be henceforth centralized under the Minister of Agriculture. It notes that the total immigration (from all countries) numbers were 39,373 in 1874, 50,050 in 1873, and 36,578 in 1872. The arrival of 14,100 immigrants from the US is noted, including a large proportion of repatriated French Canadians, as is the establishment of a Mennonite colony in Manitoba.  ",Select Committee on Immigration and Colonization; governance; immigration; Department of Agriculture,"Ottawa, Canada",45.424721,-75.695,"Government of Canada. First Report of the Select Committee on Immigration and Colonization. [Photograph] Canadiana Collections,https://n2t.net/ark:/69429/m0jq0sq8r23ns. https://n2t.net/ark:/69429/m0jq0sq8r23n  ",oocihm.lac_reel_c4715.1419,Image; Report; Typed,image/jpeg,eng,Public domain,CC-BY-4.253
coll266,oocihm.lac_reel_c4715.1420.jpg,,,"First Report of the Select Committee on Immigration and Colonization, pp. 2-3","Select Committee on Immigration and Colonization; Government of Canada; Lowe, John",1875------,"Discusses the efforts made to promote immigration to Canada in the UK and Europe, and the costs incurred by the Dominion, and summarizes the contents of the rest of the report. It acknowledges receipt of the Doyle report, and notes its unfavourable opinion of the work of Macpherson and Rye. Lists the names of individuals who testify in support of the program and refute certain of Doyle's assertions. Concludes that the work of the agents is satisfactory. Includes beginning of the testimony of John Lowe, Secretary of the Department of Agriculture.",Select Committee on Immigration and Colonization; governance; immigration; Annie Macpherson; Maria Rye; Andrew Doyle,"Ottawa, Canada",45.424721,-75.695,"Government of Canada. First Report of the Select Committee on Immigration and Colonization. [Photograph] Canadiana Collections,https://n2t.net/ark:/69429/m0jq0sq8r23ns. https://n2t.net/ark:/69429/m0jq0sq8r23n  ",oocihm.lac_reel_c4715.1420,Image; Report; Typed,image/jpeg,eng,Public domain,CC-BY-4.254
coll267,oocihm.lac_reel_c4715.1421.jpg,,,"First Report of the Select Committee on Immigration and Colonization, pp. 4-5","Select Committee on Immigration and Colonization; Government of Canada; Lowe, John",1875------,"Continued testimony of John Lowe, Secretary of the Department of Agriculture, concerning details about the settlement of Mennonite immigrants in Manitoba, including terms of payment for various agents. ",Select Committee on Immigration and Colonization; governance; immigration; Mennonite; Manitoba; Department of Agriculture,"Ottawa, Canada",45.424721,-75.695,"Government of Canada. First Report of the Select Committee on Immigration and Colonization. [Photograph] Canadiana Collections,https://n2t.net/ark:/69429/m0jq0sq8r23ns. https://n2t.net/ark:/69429/m0jq0sq8r23n  ",oocihm.lac_reel_c4715.1421,Image; Report; Typed,image/jpeg,eng,Public domain,CC-BY-4.255
coll268,oocihm.lac_reel_c4715.1422.jpg,,,"First Report of the Select Committee on Immigration and Colonization, pp. 6-7","Select Committee on Immigration and Colonization; Government of Canada; Lowe, John",1875------,"Continued testimony of John Lowe, Secretary of the Department of Agriculture, about the migration of Mennonites to Manitoba, with some discussion of the return of a large number of French Canadians from the US in 1874. There is a list of publications by the Department of Agriculture in support of immigration programs, and mention of a pamphlet ciculated in the UK of extracts from the remarks of the Governor General after a recent tour of Ontario.",Select Committee on Immigration and Colonization; governance; immigration; Mennonite; Manitoba; Ontario; French Canadians; publications; Department of Agriculture,"Ottawa, Canada",45.424721,-75.695,"Government of Canada. First Report of the Select Committee on Immigration and Colonization. [Photograph] Canadiana Collections,https://n2t.net/ark:/69429/m0jq0sq8r23ns. https://n2t.net/ark:/69429/m0jq0sq8r23n  ",oocihm.lac_reel_c4715.1422,Image; Report; Typed,image/jpeg,eng,Public domain,CC-BY-4.256
coll269,oocihm.lac_reel_c4715.1423.jpg,,,"First Report of the Select Committee on Immigration and Colonization, pp. 8-9","Select Committee on Immigration and Colonization; Government of Canada; Lowe, John",1875------,"Continued testimony of John Lowe, Secretary of the Department of Agriculture. Page 8 includes figures for total costs of immigration. On page 9 the discussion of the Doyle report begins. Lowe argues that despite some failures, the program on the whole has been successful. Lowe states that the report is highly adverse to the work of Miss Macpherson and Miss Rye. ",Select Committee on Immigration and Colonization; governance; immigration; Mennonite; Manitoba; Ontario;  Department of Agriculture; Miss Annie Macpherson's Distributing Homes; Annie Macpherson; Maria Rye; Andrew B. Doyle,"Ottawa, Canada",45.424721,-75.695,"Government of Canada. First Report of the Select Committee on Immigration and Colonization. [Photograph] Canadiana Collections,https://n2t.net/ark:/69429/m0jq0sq8r23ns. https://n2t.net/ark:/69429/m0jq0sq8r23n  ",oocihm.lac_reel_c4715.1423,Image; Report; Typed,image/jpeg,eng,Public domain,CC-BY-4.257
coll270,oocihm.lac_reel_c4715.1424.jpg,,,"First Report of the Select Committee on Immigration and Colonization, pp. 10-11","Select Committee on Immigration and Colonization; Government of Canada; Lowe, John",1875------,"Continued testimony by John Lowe, Secretary of the Department of Agriculture. Lowe summarizes the Doyle report and its recommendations, and rejects the idea of government-operated industrial establishments to train the children because it is too similar to the workhouse model. The prospect of further investigation is raised and dismissed as being the responsibility of Provincial governments.  Lowe reads a letter from Emma G. Barber, a supervisor at Miss Macpherson's Knowlton Home, which provides rough numbers of children in various situations, emphasizing that they are children and will need ""patient training,"" and mentioning the challenges that the wide geography poses for visiting the children once placed. ",Select Committee on Immigration and Colonization; governance; immigration; Department of Agriculture; Annie Macpherson; Andrew B. Doyle; Knowlton Home; Emma G. Barber,"Ottawa, Canada",45.424721,-75.695,"Government of Canada. First Report of the Select Committee on Immigration and Colonization. [Photograph] Canadiana Collections,https://n2t.net/ark:/69429/m0jq0sq8r23ns. https://n2t.net/ark:/69429/m0jq0sq8r23n  ",oocihm.lac_reel_c4715.1424,Image; Report; Typed,image/jpeg,eng,Public domain,CC-BY-4.258
coll271,oocihm.lac_reel_c4715.1425.jpg,,,"First Report of the Select Committee on Immigration and Colonization, pp. 12-13","Select Committee on Immigration and Colonization; Government of Canada; Macpherson, Annie; Lowe, John",1875------,"Conclusion of Emma G. Barber's letter, then Annie Macpherson's testimony begins and continues on page 13. Macpherson mentions that her agency had brought out 2000 children since 1870, and describes the procedures for training and caring for the children in the UK and during the journey. Macpherson details the financial arrangements, bonuses, and discounts, asserting that the special rates were declined. Macpherson outlines the supervision and visiting practices after the children were sent out, and the facilitation of communication with families in the UK, and exhibits a register of children (not included). The page ends with the note that some records were lost in a fire. ",Select Committee on Immigration and Colonization; governance; immigration; Miss Annie Macpherson's Distributing Homes; Annie Macpherson; Andrew Doyle; Knowlton Home; Blair Athol; Marchmont Receiving Home; Statistics,"Ottawa, Canada",45.424721,-75.695,"Government of Canada. First Report of the Select Committee on Immigration and Colonization. [Photograph] Canadiana Collections,https://n2t.net/ark:/69429/m0jq0sq8r23ns. https://n2t.net/ark:/69429/m0jq0sq8r23n  ",oocihm.lac_reel_c4715.1425,Image; Report; Typed,image/jpeg,eng,Public domain,CC-BY-4.259
coll272,oocihm.lac_reel_c4715.1426.jpg,,,"First Report of the Select Committee on Immigration and Colonization, pp. 14-15","Select Committee on Immigration and Colonization; Government of Canada; Macpherson, Annie",1875------,"Continued testimony from Annie Macpherson, and colleagues Miss Bilbrough and Miss Barber, addresses the financials of the homes and estimates of the number of children who had been adopted. Macpherson asserts that the Homes are made available to children who return for whatever reason, but that the older boys who were succeeding well were asked to contribute money to aid in bringing other children to Canada. They discuss ""black sheep"" cases, but insist that many are successful. Senator Flint testifies about a home child who became an Attorney-At-Law, with assistance from his family. Flint describes attempts to train boys at various trades, which were not successful because they could make more money working for farmers.",Select Committee on Immigration and Colonization; governance; immigration; Miss Annie Macpherson's Distributing Homes; Annie Macpherson; Andrew Doyle; Marchmont Receiving Home; Ellen Bilbrough; Emma G. Barber; Statistics,"Ottawa, Canada",45.424721,-75.695,"Government of Canada. First Report of the Select Committee on Immigration and Colonization. [Photograph] Canadiana Collections,https://n2t.net/ark:/69429/m0jq0sq8r23ns. https://n2t.net/ark:/69429/m0jq0sq8r23n  ",oocihm.lac_reel_c4715.1426,Image; Report; Typed,image/jpeg,eng,Public domain,CC-BY-4.260
coll273,oocihm.lac_reel_c4715.1427.jpg,,,"First Report of the Select Committee on Immigration and Colonization, pp. 16-17","Select Committee on Immigration and Colonization; Government of Canada; Macpherson, Annie",1875------,"Flint's testimony continues, explaining his lack of credence in Doyle's report, especially in mixing together the work of Macpherson with Rye. Flint outlines the support for the program in the communities, and refutes various points of the Doyle report. Macpherson provides a discussion of the numbers and circumstances for girls. Numbers about the Knowlton home are provided by M.P. Pettes, noting that only two or three had proved incorrigible out of 280. Macpherson adds that there have only been 10 deaths out of 2000 children in five years.",Select Committee on Immigration and Colonization; governance; immigration; Annie Macpherson; Andrew Doyle; Marchmont Receiving Home; Knowlton Home; girls' homes; Miss Annie Macpherson's Distributing Homes; Child origins; Statistics; Community support; deaths,"Ottawa, Canada",45.424721,-75.695,"Government of Canada. First Report of the Select Committee on Immigration and Colonization. [Photograph] Canadiana Collections,https://n2t.net/ark:/69429/m0jq0sq8r23ns. https://n2t.net/ark:/69429/m0jq0sq8r23n  ",oocihm.lac_reel_c4715.1427,Image; Report; Typed,image/jpeg,eng,Public domain,CC-BY-4.261
coll274,oocihm.lac_reel_c4715.1428.jpg,,,"First Report of the Select Committee on Immigration and Colonization, pp. 18-19","Select Committee on Immigration and Colonization; Government of Canada; Macpherson, Annie",1875------,"Conclusion of Macpherson's testimony mentions intention to increase visitors and organization. M.P. Young testifies about the support for Macpherson's work in Galt and in London, and that the Doyle report was unfair. Young testifies about reference checking procedures for families, and that inspection procedures were sufficient. ",Select Committee on Immigration and Colonization; governance; immigration; Annie Macpherson; Andrew Doyle; Blair athol; Miss Annie Macpherson's Distributing Homes;  Inspection; Community Support,"Ottawa, Canada",45.424721,-75.695,"Government of Canada. First Report of the Select Committee on Immigration and Colonization. [Photograph] Canadiana Collections,https://n2t.net/ark:/69429/m0jq0sq8r23ns. https://n2t.net/ark:/69429/m0jq0sq8r23n  ",oocihm.lac_reel_c4715.1428,Image; Report; Typed,image/jpeg,eng,Public domain,CC-BY-4.262
coll275,oocihm.lac_reel_c4715.1429.jpg,,,"First Report of the Select Committee on Immigration and Colonization, pp. 20-21",Select Committee on Immigration and Colonization; Government of Canada,1875------,"M.P. Young's testimony concludes with community support for Macpherson's agency in Brantford and Galt, and a note that Miss Bilborough supplied her own expenses, as did other agents. A letter from M.P. Adam Gordon further rebuts points from the Doyle Report, and corrects factual errors. Beginning of Mr. Vail's testimony about Maria Rye bringing children to Nova Scotia. ",Select Committee on Immigration and Colonization; governance; immigration; Miss Annie Macpherson's Distributing Homes; Community support; Ellen Bilbrough; Maria Rye; Andrew Doyle; ,"Ottawa, Canada",45.424721,-75.695,"Government of Canada. First Report of the Select Committee on Immigration and Colonization. [Photograph] Canadiana Collections,https://n2t.net/ark:/69429/m0jq0sq8r23ns. https://n2t.net/ark:/69429/m0jq0sq8r23n  ",oocihm.lac_reel_c4715.1429,Image; Report; Typed,image/jpeg,eng,Public domain,CC-BY-4.263
coll276,oocihm.lac_reel_c4715.1430.jpg,,,"First Report of the Select Committee on Immigration and Colonization, pp. 22-23","Select Committee on Immigration and Colonization; Government of Canada; Rye, Maria",1875------,"Conclusion of Mr. Vail's testimony. Beginning of Maria Rye's testimony including the numbers of girls she had brought to Canada and the genesis of her project. Rye refutes assertions in the Doyle report on the grounds of factual errors and that he did not visit sufficient numbers of children or facilities. Rye states that out of the 1377 children brought to Canada, she had needed to find new placements for 290 of them, generally because of discipline problems, and that the girl whose testimony Doyle relies on was frequently moved due to ""insubordination"". Describes work of selecting placements and matching families. ",Select Committee on Immigration and Colonization; governance; Maria Rye; Andrew Doyle; child origins; inspection; statistics ,"Ottawa, Canada",45.424721,-75.695,"Government of Canada. First Report of the Select Committee on Immigration and Colonization. [Photograph] Canadiana Collections,https://n2t.net/ark:/69429/m0jq0sq8r23ns. https://n2t.net/ark:/69429/m0jq0sq8r23n  ",oocihm.lac_reel_c4715.1430,Image; Report; Typed,image/jpeg,eng,Public domain,CC-BY-4.264
